137.800003,137.800003 139.419998 137.020004 137.539993 3945100
137.800003,137.800003 137.960007 136.070007 137.220001 5141200
136.300003,136.300003 137.440002 133.220001 133.699997 5163000
134.369995,134.369995 134.639999 132.029999 132.240005 3781100
131.029999,131.029999 133.360001 130.899994 132.00 4253300
132.029999,132.029999 134.919998 131.949997 134.509995 4382900
134.50,134.50 134.509995 130.880005 133.289993 4353600
132.800003,132.800003 133.490005 129.679993 131.550003 4079800
132.399994,132.399994 133.410004 132.009995 133.139999 3366800
133.770004,133.770004 134.309998 132.410004 133.080002 4440500
133.080002,133.080002 133.649994 130.839996 132.360001 5108500
132.449997,132.449997 134.00 129.75 130.00 9924900
126.099998,126.099998 126.57 123.25 123.709999 4805500
122.739998,122.739998 123.089996 121.339996 121.830002 4015600
121.040001,121.040001 121.050003 118.349998 119.260002 4899000
117.849998,117.849998 119.660004 116.900002 118.779999 7196100
120.190002,120.190002 125.290001 119.839996 125.00 6435100
124.07,124.07 126.93 123.769997 126.120003 5957200
126.980003,126.980003 127.510002 124.129997 126.00 7364000
127.270009,128.570007 128.639999 125.849998 127.220001 7177700
126.359305,127.650002 128.50 125.00 125.080002 5266500
123.458931,124.720001 125.449997 122.290001 123.989998 6223500
121.69693,122.940002 124.139999 122.639999 123.669998 3287300
123.567819,124.830002 125.290001 123.709999 124.400002 3574900
123.528223,124.790001 124.790001 122.959999 123.279999 8248100
120.984209,122.220001 122.830002 121.010002 121.260002 3942500
119.736947,120.959999 123.370003 120.650002 122.730003 5026400
121.350463,122.589996 123.610001 122.239998 122.25 4617800
120.845625,122.080002 124.230003 121.639999 122.099998 5446000
121.261376,122.50 124.739998 121.769997 124.669998 9238400
121.667234,122.910004 125.099998 120.580002 121.300003 8851600
120.627848,121.860001 123.989998 118.00 118.459999 16157800
126.814653,128.110001 132.100006 128.059998 130.110001 9979600
128.715238,130.029999 130.880005 128.869995 130.009995 9008500
131.566122,132.910004 133.789993 131.220001 131.929993 5709600
129.84371,131.169998 134.279999 131.100006 133.50 4700100
131.556214,132.899994 133.779999 131.130005 133.649994 5078700
131.882879,133.229996 133.820007 131.759995 131.809998 4974400
130.299066,131.630005 133.820007 131.320007 133.179993 4762700
131.516625,132.860001 135.020004 132.429993 133.699997 7025800
133.803266,135.169998 135.580002 133.619995 134.380005 4310900
134.476398,135.850006 136.889999 134.850006 136.759995 3924800
134.575378,135.949997 135.970001 134.240005 135.600006 5229400
