61.259998,61.259998 61.540001 60.380001 61.419998 7274300
61.470001,61.470001 62.200001 60.919998 62.049999 7924400
62.060001,62.220001 62.889999 61.50 62.52 8465800
62.758198,62.919998 63.099998 61.75 61.970001 7438300
61.43162,61.59 62.68 61.580002 62.459999 7720600
62.439021,62.599998 63.490002 62.470001 62.639999 8896100
62.219589,62.380001 62.380001 60.630001 60.68 8524300
60.244682,60.400002 60.700001 59.200001 59.740002 10390800
60.055168,60.209999 60.740002 59.889999 60.259998 7504600
60.01527,60.169998 60.48 59.259998 59.310001 11523400
59.157484,59.310001 59.310001 57.630001 58.50 10080100
58.449307,58.599998 58.959999 57.98 58.169998 9658600
58.020413,58.169998 58.599998 57.099998 58.599998 10332700
57.641393,57.790001 58.00 56.82 57.57 8058000
56.274913,56.419998 57.450001 55.50 57.369999 10229500
55.855995,56.00 56.91 55.389999 56.459999 13090900
57.262369,57.41 58.18 55.93 56.540001 13376800
55.536818,55.68 56.619999 54.279999 54.50 10915700
54.898464,55.040001 56.209999 53.639999 56.099998 21214500
57.022984,57.169998 59.84 56.98 59.759998 14415900
60.01527,60.169998 62.16 59.990002 62.02 10455700
62.329307,62.490002 62.900002 61.299999 62.880001 7213500
62.38915,62.549999 63.50 62.310001 63.02 9458500
62.997582,63.16 63.470001 61.700001 61.75 8247800
61.850538,62.009998 62.16 61.200001 61.200001 10475200
61.042624,61.200001 61.599998 59.98 60.32 10207000
59.42679,59.580002 61.099998 59.200001 60.959999 8593700
60.952855,61.110001 61.369999 60.27 60.490002 8005200
60.543909,60.700001 61.299999 60.619999 61.09 10383400
60.723447,60.880001 61.470001 60.59 61.290001 8430100
60.40427,60.560001 61.16 59.060001 59.080002 16121600
58.888178,59.040001 59.59 56.75 57.25 16234200
58.170028,58.32 59.07 57.669998 58.189999 9924300
57.411984,57.560001 58.139999 56.59 56.93 12208300
58.359539,58.509998 59.349998 57.279999 59.00 9989000
58.628845,58.779999 60.529999 58.669998 60.529999 9944300
59.785862,59.939999 60.82 59.57 60.349998 8292200
59.396865,59.549999 60.040001 58.540001 58.970001 12825000
58.718613,58.869999 60.790001 58.66 60.060001 11191300
59.696093,59.849998 61.259998 59.779999 60.389999 10881300
61.331879,61.490002 62.040001 61.150002 61.299999 6551600
62.219589,62.380001 62.59 61.720001 61.720001 9220600
61.3618,61.52 61.91 60.860001 61.110001 11626800
