30.459999,30.459999 30.59 30.219999 30.219999 32273700
30.219999,30.219999 30.40 30.059999 30.200001 28112900
30.18,30.18 30.18 29.76 29.780001 37215200
29.879999,29.879999 29.969999 29.309999 29.41 32332700
29.139999,29.139999 29.549999 29.120001 29.440001 34166400
29.40,29.40 29.559999 29.290001 29.299999 29345100
29.23,29.23 29.280001 28.780001 28.799999 35881300
28.73,28.959999 29.049999 28.40 28.90 44928500
28.987935,29.219999 29.360001 29.08 29.209999 31151200
29.176427,29.41 29.49 29.02 29.02 38513100
28.789525,29.02 29.129999 28.68 28.940001 36065100
28.849048,29.08 29.35 28.99 29.299999 31054300
29.106983,29.34 29.610001 29.120001 29.139999 38254800
28.630796,28.860001 29.030001 28.42 28.58 47218800
28.03556,28.26 28.26 27.360001 27.57 57645600
27.231994,27.450001 28.030001 27.10 27.75 80550000
28.075242,28.299999 28.700001 28.25 28.370001 32492600
28.055402,28.280001 28.540001 27.75 27.75 37031600
27.946275,28.17 28.27 27.76 28.219999 48096400
28.313337,28.540001 29.200001 28.299999 29.15 51984700
28.948254,29.18 29.459999 28.49 28.65 53998300
28.442304,28.67 28.690001 27.870001 28.389999 44261600
28.015719,28.24 28.290001 27.92 28.27 40071800
28.412542,28.639999 29.030001 28.559999 29.01 43446200
28.868889,29.10 29.110001 28.34 28.459999 51576200
27.985956,28.209999 28.35 27.93 28.219999 40069900
27.777625,28.00 28.58 27.82 28.200001 46116400
28.085163,28.309999 28.540001 28.049999 28.07 42432900
27.817308,28.040001 28.49 28.00 28.32 44848800
28.015719,28.24 28.559999 27.709999 28.549999 87869400
28.362939,28.59 28.99 28.129999 28.129999 56037600
27.777625,28.00 28.43 27.48 27.93 88062800
28.263733,28.49 28.889999 28.200001 28.719999 51986800
28.263733,28.49 28.76 28.10 28.139999 69424800
28.829206,29.059999 29.25 28.290001 28.309999 65236900
28.015719,28.24 29.059999 28.200001 28.91 55717700
28.412542,28.639999 28.879999 28.34 28.76 47682800
28.353019,28.58 29.92 28.25 28.540001 58433400
28.224052,28.450001 29.299999 28.34 29.200001 74496100
28.739921,28.969999 29.959999 28.85 29.65 92267400
30.009756,30.25 30.719999 30.049999 30.27 62652700
30.495864,30.74 30.84 30.450001 30.68 55176200
30.466101,30.709999 30.76 30.25 30.549999 62881500
